3608,ulica Redutowa                                           ,ulicy Redutowej                                                                 ,ul. Redutowa
3609,Skwer Reduty Kaliskiej                                   ,Skweru Reduty Kaliskiej                                                         ,Skwer Reduty Kaliskiej
3610,ulica Referendarska                                      ,ulicy Referendarskiej                                                           ,ul. Referendarska
3611,ulica Regatowa                                           ,ulicy Regatowej                                                                 ,ul. Regatowa
3612,ulica Tadeusza Regera                                    ,ulicy Tadeusza Regera                                                           ,ul. T. Regera
3613,ulica Regionalna                                         ,ulicy Regionalnej                                                               ,ul. Regionalna
3614,ulica Regulska                                           ,ulicy Regulskiej                                                                ,ul. Regulska
3615,ulica Gustawa Reichera                                   ,ulicy Gustawa Reichera                                                          ,ul. G. Reichera
3616,ulica Mikołaja Reja                                      ,ulicy Mikołaja Reja                                                             ,ul. M. Reja
3617,ulica Mikołaja Reja                                      ,ulicy Mikołaja Reja                                                             ,ul. M. Reja
3618,ulica Mariana Rejewskiego                                ,ulicy Mariana Rejewskiego                                                       ,ul. M. Rejewskiego
3619,ulica Rejonowa                                           ,ulicy Rejonowej                                                                 ,ul. Rejonowa
3620,ulica II Rejonu AK                                       ,ulicy II Rejonu AK                                                              ,ul. II Rejonu AK
3621,ulica Rejowiecka                                         ,ulicy Rejowieckiej                                                              ,ul. Rejowiecka
3622,ulica Rejsu                                              ,ulicy Rejsu                                                                     ,ul. Rejsu
3623,ulica Tadeusza Rejtana                                   ,ulicy Tadeusza Rejtana                                                          ,ul. T. Rejtana
3624,ulica Tadeusza Rejtana                                   ,ulicy Tadeusza Rejtana                                                          ,ul. T. Rejtana
3625,ulica Rekrucka                                           ,ulicy Rekruckiej                                                                ,ul. Rekrucka
3626,ulica Rektorska                                          ,ulicy Rektorskiej                                                               ,ul. Rektorska
3627,ulica Relaksowa                                          ,ulicy Relaksowej                                                                ,ul. Relaksowa
3628,ulica Rembertowska                                       ,ulicy Rembertowskiej                                                            ,ul. Rembertowska
3629,ulica Rembielińska                                       ,ulicy Rembielińskiej                                                            ,ul. Rembielińska
3630,Plac Aleksandra Rembowskiego                             ,Placu Aleksandra Rembowskiego                                                   ,pl. A. Rembowskiego
3631,ulica Remiszewska                                        ,ulicy Remiszewskiej                                                             ,ul. Remiszewska
3632,ulica Remontowa                                          ,ulicy Remontowej                                                                ,ul. Remontowa
3633,ulica Renesansowa                                        ,ulicy Renesansowej                                                              ,ul. Renesansowa
3634,ulica Renety                                             ,ulicy Renety                                                                    ,ul. Renety
3635,ulica Reniferowa                                         ,ulicy Reniferowej                                                               ,ul. Reniferowa
3636,ulica Reprezentacyjna                                    ,ulicy Reprezentacyjnej                                                          ,ul. Reprezentacyjna
3637,ulica Republikańska                                      ,ulicy Republikańskiej                                                           ,ul. Republikańska
3638,ulica Resorowa                                           ,ulicy Resorowej                                                                 ,ul. Resorowa
3639,ulica Reszelska                                          ,ulicy Reszelskiej                                                               ,ul. Reszelska
3640,ulica Retmańska                                          ,ulicy Retmańskiej                                                               ,ul. Retmańska
3641,Aleja Władysława Reymonta                                ,Alei Władysława Reymonta                                                        ,al. W. Reymonta
3642,ulica Władysława Reymonta                                ,ulicy Władysława Reymonta                                                       ,ul. W. Reymonta
3643,ulica Rezedowa                                           ,ulicy Rezedowej                                                                 ,ul. Rezedowa
3644,ulica Rezerwowa                                          ,ulicy Rezerwowej                                                                ,ul. Rezerwowa
3645,ulica Reżyserska                                         ,ulicy Reżyserskiej                                                              ,ul. Reżyserska
3646,ulica Rębkowska                                          ,ulicy Rębkowskiej                                                               ,ul. Rębkowska
3647,ulica Rękawicznicza                                      ,ulicy Rękawiczniczej                                                            ,ul. Rękawicznicza
3648,ulica Rękodzielnicza                                     ,ulicy Rękodzielniczej                                                           ,ul. Rękodzielnicza
3649,ulica Rękopis                                            ,ulicy Rękopis                                                                   ,ul. Rękopis
3650,ulica Emanuela Ringelbluma                               ,ulicy Emanuela Ringelbluma                                                      ,ul. E. Ringelbluma
3651,ulica Robinii                                            ,ulicy Robinii                                                                   ,ul. Robinii
3652,ulica Robotnicza                                         ,ulicy Robotniczej                                                               ,ul. Robotnicza
3653,ulica Henryka Rodakowskiego                              ,ulicy Henryka Rodakowskiego                                                     ,ul. H. Rodakowskiego
3654,ulica Rodła                                              ,ulicy Rodła                                                                     ,ul. Rodła
3655,ulica Rodowa                                             ,ulicy Rodowej                                                                   ,ul. Rodowa
3656,Aleja Jana Rodowicza „Anody”                             ,Alei Jana Rodowicza „Anody”                                                     ,al. J. Rodowicza „Anody”
3657,ulica Marii Rodziewiczówny                               ,ulicy Marii Rodziewiczówny                                                      ,ul. M. Rodziewiczówny
3658,ulica Marii Rodziewiczówny                               ,ulicy Marii Rodziewiczówny                                                      ,ul. M. Rodziewiczówny
3659,ulica Rodzinna                                           ,ulicy Rodzinnej                                                                 ,ul. Rodzinna
3660,ulica Rodziny Hiszpańskich                               ,ulicy Rodziny Hiszpańskich                                                      ,ul. Rodziny Hiszpańskich
3661,ulica Rodziny Kluczyńskich                               ,ulicy Rodziny Kluczyńskich                                                      ,ul. Rodziny Kluczyńskich
3662,Skwer Rodziny Lilpopów                                   ,Skweru Rodziny Lilpopów                                                         ,Skwer Rodziny Lilpopów
3663,ulica Rodziny Połanieckich                               ,ulicy Rodziny Połanieckich                                                      ,ul. Rodziny Połanieckich
3664,ulica Rodzynkowa                                         ,ulicy Rodzynkowej                                                               ,ul. Rodzynkowa
3665,ulica Wilhelma Konrada Roentgena                         ,ulicy Wilhelma Konrada Roentgena                                                ,ul. W. K. Roentgena
3666,ulica Rogalińska                                         ,ulicy Rogalińskiej                                                              ,ul. Rogalińska
3667,ulica Stanisława Rogalskiego                             ,ulicy Stanisława Rogalskiego                                                    ,ul. S. Rogalskiego
3668,ulica Rogatkowa                                          ,ulicy Rogatkowej                                                                ,ul. Rogatkowa
3669,ulica Rogowska                                           ,ulicy Rogowskiej                                                                ,ul. Rogowska
3670,ulica Rohatyńska                                         ,ulicy Rohatyńskiej                                                              ,ul. Rohatyńska
3671,ulica Rokitnicka                                         ,ulicy Rokitnickiej                                                              ,ul. Rokitnicka
3672,ulica Rokokowa                                           ,ulicy Rokokowej                                                                 ,ul. Rokokowa
3673,ulica Rokosowska                                         ,ulicy Rokosowskiej                                                              ,ul. Rokosowska
3674,Plac 1831 Roku                                           ,Placu 1831 Roku                                                                 ,pl. 1831 Roku
3675,Plac 1905 Roku                                           ,Placu 1905 Roku                                                                 ,pl. 1905 Roku
3676,ulica Rolanda                                            ,ulicy Rolanda                                                                   ,ul. Rolanda
3677,ulica Maksymiliana Roli                                  ,ulicy Maksymiliana Roli                                                         ,ul. M. Roli
3678,ulica Rolna                                              ,ulicy Rolnej                                                                    ,ul. Rolna
3679,ulica Rolna                                              ,ulicy Rolnej                                                                    ,ul. Rolna
3680,ulica Rolnicza                                           ,ulicy Rolniczej                                                                 ,ul. Rolnicza
3681,ulica Romantyczna                                        ,ulicy Romantycznej                                                              ,ul. Romantyczna
3682,ulica Romańska                                           ,ulicy Romańskiej                                                                ,ul. Romańska
3683,ulica Romea i Julii                                      ,ulicy Romea i Julii                                                             ,ul. Romea i Julii
3684,ulica Eugeniusza Romera                                  ,ulicy Eugeniusza Romera                                                         ,ul. E. Romera
3685,ulica Ropczycka                                          ,ulicy Ropczyckiej                                                               ,ul. Ropczycka
3686,ulica Rosiczki                                           ,ulicy Rosiczki                                                                  ,ul. Rosiczki
3687,ulica Rosnąca                                            ,ulicy Rosnącej                                                                  ,ul. Rosnąca
3688,ulica Michała Rosnowskiego                               ,ulicy Michała Rosnowskiego                                                      ,ul. M. Rosnowskiego
3689,ulica Rosochata                                          ,ulicy Rosochatej                                                                ,ul. Rosochata
3690,ulica Jana Rosoła                                        ,ulicy Jana Rosoła                                                               ,ul. J. Rosoła
3691,ulica Gioacchino Rossiniego                              ,ulicy Gioacchino Rossiniego                                                     ,ul. G. Rossiniego
3692,ulica Józefa i Jana Rostafińskich                        ,ulicy Józefa i Jana Rostafińskich                                               ,ul. J. i J. Rostafińskich
3693,ulica Stanisława Rostworowskiego                         ,ulicy Stanisława Rostworowskiego                                                ,ul. S. Rostworowskiego
3694,ulica Rosy                                               ,ulicy Rosy                                                                      ,ul. Rosy
3695,ulica Rościszewska                                       ,ulicy Rościszewskiej                                                            ,ul. Rościszewska
3696,ulica Roślinna                                           ,ulicy Roślinnej                                                                 ,ul. Roślinna
3697,ulica Rotmistrzowska                                     ,ulicy Rotmistrzowskiej                                                          ,ul. Rotmistrzowska
3698,ulica Rotundy                                            ,ulicy Rotundy                                                                   ,ul. Rotundy
3699,ulica Roty                                               ,ulicy Roty                                                                      ,ul. Roty
3700,Pasaż Witolda Rowickiego                                 ,Pasażu Witolda Rowickiego                                                       ,Pasaż W. Rowickiego
3701,ulica Rowowa                                             ,ulicy Rowowej                                                                   ,ul. Rowowa
3702,ulica Rozalińska                                         ,ulicy Rozalińskiej                                                              ,ul. Rozalińska
3703,ulica Rozbrat                                            ,ulicy Rozbrat                                                                   ,ul. Rozbrat
3704,ulica Rozchodnikowa                                      ,ulicy Rozchodnikowej                                                            ,ul. Rozchodnikowa
3705,ulica Rozewska                                           ,ulicy Rozewskiej                                                                ,ul. Rozewska
3706,ulica Rozkoszna                                          ,ulicy Rozkosznej                                                                ,ul. Rozkoszna
3707,ulica Rozłączona                                         ,ulicy Rozłączonej                                                               ,ul. Rozłączona
3708,ulica Rozłogi                                            ,ulicy Rozłogi                                                                   ,ul. Rozłogi
3709,ulica Rozłucka                                           ,ulicy Rozłuckiej                                                                ,ul. Rozłucka
3710,ulica Rozmarynu                                          ,ulicy Rozmarynu                                                                 ,ul. Rozmarynu
3711,ulica Rozszerzona                                        ,ulicy Rozszerzonej                                                              ,ul. Rozszerzona
3712,ulica Roztocka                                           ,ulicy Roztockiej                                                                ,ul. Roztocka
3713,ulica Roztoki                                            ,ulicy Roztoki                                                                   ,ul. Roztoki
3714,ulica Rozwadowska                                        ,ulicy Rozwadowskiej                                                             ,ul. Rozwadowska
3715,ulica gen. Tadeusza Rozwadowskiego                       ,ulicy gen. Tadeusza Rozwadowskiego                                              ,ul. gen. T. Rozwadowskiego
3716,ulica Rożek                                              ,ulicy Rożek                                                                     ,ul. Rożek
3717,ulica Rożnowska                                          ,ulicy Rożnowskiej                                                               ,ul. Rożnowska
3718,ulica Równa                                              ,ulicy Równej                                                                    ,ul. Równa
3719,ulica Równa                                              ,ulicy Równej                                                                    ,ul. Równa
3720,ulica Równoległa                                         ,ulicy Równoległej                                                               ,ul. Równoległa
3721,Aleja Róż                                                ,Alei Róż                                                                        ,al. Róż
3722,ulica Różana                                             ,ulicy Różanej                                                                   ,ul. Różana
3723,ulica Różana                                             ,ulicy Różanej                                                                   ,ul. Różana
3724,ulica Róży Wiatrów                                       ,ulicy Róży Wiatrów                                                              ,ul. Róży Wiatrów
3725,ulica Ludomira Różyckiego                                ,ulicy Ludomira Różyckiego                                                       ,ul. L. Różyckiego
3726,ulica Rubinowa                                           ,ulicy Rubinowej                                                                 ,ul. Rubinowa
3727,ulica Rubinowa                                           ,ulicy Rubinowej                                                                 ,ul. Rubinowa
3728,ulica Ruchliwa                                           ,ulicy Ruchliwej                                                                 ,ul. Ruchliwa
3729,ulica Ruciańska                                          ,ulicy Ruciańskiej                                                               ,ul. Ruciańska
3730,ulica Ruczaj                                             ,ulicy Ruczaj                                                                    ,ul. Ruczaj
3731,ulica Rudawska                                           ,ulicy Rudawskiej                                                                ,ul. Rudawska
3732,ulica Lucjana Rudnickiego                                ,ulicy Lucjana Rudnickiego                                                       ,ul. L. Rudnickiego
3733,ulica Rudzka                                             ,ulicy Rudzkiej                                                                  ,ul. Rudzka
3734,ulica Rumby                                              ,ulicy Rumby                                                                     ,ul. Rumby
3735,ulica Rumiana                                            ,ulicy Rumianej                                                                  ,ul. Rumiana
3736,ulica Rumiankowa                                         ,ulicy Rumiankowej                                                               ,ul. Rumiankowa
3737,ulica Rumiankowa                                         ,ulicy Rumiankowej                                                               ,ul. Rumiankowa
3738,ulica Rumuńska                                           ,ulicy Rumuńskiej                                                                ,ul. Rumuńska
3739,ulica Rusałki                                            ,ulicy Rusałki                                                                   ,ul. Rusałki
3740,ulica Rusiecka                                           ,ulicy Rusieckiej                                                                ,ul. Rusiecka
3741,ulica Rusinowska                                         ,ulicy Rusinowskiej                                                              ,ul. Rusinowska
3742,ulica Ruskowy Bród                                       ,ulicy Ruskowy Bród                                                              ,ul. Ruskowy Bród
3743,ulica Rusznikarska                                       ,ulicy Rusznikarskiej                                                            ,ul. Rusznikarska
3744,ulica Wandy Rutkiewicz                                   ,ulicy Wandy Rutkiewicz                                                          ,ul. W. Rutkiewicz
3745,ulica Ruty                                               ,ulicy Ruty                                                                      ,ul. Ruty
3746,ulica Rybacka                                            ,ulicy Rybackiej                                                                 ,ul. Rybacka
3747,ulica Rybaki                                             ,ulicy Rybaki                                                                    ,ul. Rybaki
3748,ulica Rybałtów                                           ,ulicy Rybałtów                                                                  ,ul. Rybałtów
3749,ulica Rybieńska                                          ,ulicy Rybieńskiej                                                               ,ul. Rybieńska
3750,ulica Czesława Ludwika Rybińskiego                       ,ulicy Czesława Ludwika Rybińskiego                                              ,ul. Cz. L. Rybińskiego
3751,ulica Rybitwy                                            ,ulicy Rybitwy                                                                   ,ul. Rybitwy
3752,ulica Rybna                                              ,ulicy Rybnej                                                                    ,ul. Rybna
3753,ulica Rybnicka                                           ,ulicy Rybnickiej                                                                ,ul. Rybnicka
3754,ulica Rycerska                                           ,ulicy Rycerskiej                                                                ,ul. Rycerska
3755,ulica Rycerstwa Polskiego                                ,ulicy Rycerstwa Polskiego                                                       ,ul. Rycerstwa Polskiego
3756,ulica Stanisława Rychlińskiego                           ,ulicy Stanisława Rychlińskiego                                                  ,ul. S. Rychlińskiego
3757,ulica Rychnowska                                         ,ulicy Rychnowskiej                                                              ,ul. Rychnowska
3758,ulica Witolda Rychtera                                   ,ulicy Witolda Rychtera                                                          ,ul. W. Rychtera
3759,Skwer Sue Ryder                                          ,Skweru Sue Ryder                                                                ,Skwer Sue Ryder
3760,ulica Lucjana Rydla                                      ,ulicy Lucjana Rydla                                                             ,ul. L. Rydla
3761,ulica Ludwika Rydygiera                                  ,ulicy Ludwika Rydygiera                                                         ,ul. L. Rydygiera
3762,ulica Rydzowa                                            ,ulicy Rydzowej                                                                  ,ul. Rydzowa
3763,ulica Rydzyńska                                          ,ulicy Rydzyńskiej                                                               ,ul. Rydzyńska
3764,ulica Rymanowska                                         ,ulicy Rymanowskiej                                                              ,ul. Rymanowska
3765,ulica Rymarska                                           ,ulicy Rymarskiej                                                                ,ul. Rymarska
3766,ulica Franciszka Rymkiewicza                             ,ulicy Franciszka Rymkiewicza                                                    ,ul. F. Rymkiewicza
3767,ulica Rynkowa                                            ,ulicy Rynkowej                                                                  ,ul. Rynkowa
3768,ulica Rysia                                              ,ulicy Rysiej                                                                    ,ul. Rysia
3769,ulica Rysia                                              ,ulicy Rysiej                                                                    ,ul. Rysia
3770,Skwer Ryski                                              ,Skweru Ryskiego                                                                 ,Skwer Ryski
3771,ulica Rysy                                               ,ulicy Rysy                                                                      ,ul. Rysy
3772,ulica Rytelska                                           ,ulicy Rytelskiej                                                                ,ul. Rytelska
3773,ulica Ryżowa                                             ,ulicy Ryżowej                                                                   ,ul. Ryżowa
3774,ulica Rzeczna                                            ,ulicy Rzecznej                                                                  ,ul. Rzeczna
3775,ulica Rzeczycka                                          ,ulicy Rzeczyckiej                                                               ,ul. Rzeczycka
3776,Aleja Rzeczypospolitej                                   ,Alei Rzeczypospolitej                                                           ,al. Rzeczypospolitej
3777,ulica Rzekotki                                           ,ulicy Rzekotki                                                                  ,ul. Rzekotki
3778,ulica Rzemieślników                                      ,ulicy Rzemieślników                                                             ,ul. Rzemieślników
3779,ulica Rzepichy                                           ,ulicy Rzepichy                                                                  ,ul. Rzepichy
3780,ulica Heleny Rzeszotarskiej                              ,ulicy Heleny Rzeszotarskiej                                                     ,ul. H. Rzeszotarskiej
3781,ulica Rzeszowska                                         ,ulicy Rzeszowskiej                                                              ,ul. Rzeszowska
3782,ulica Rzewińska                                          ,ulicy Rzewińskiej                                                               ,ul. Rzewińska
3783,ulica Rzeźbiarska                                        ,ulicy Rzeźbiarskiej                                                             ,ul. Rzeźbiarska
3784,ulica Rzędziana                                          ,ulicy Rzędziana                                                                 ,ul. Rzędziana
3785,ulica Rzędzińska                                         ,ulicy Rzędzińskiej                                                              ,ul. Rzędzińska
3786,ulica Rzodkiewki                                         ,ulicy Rzodkiewki                                                                ,ul. Rzodkiewki
3787,ulica Wincentego Rzymowskiego                            ,ulicy Wincentego Rzymowskiego                                                   ,ul. W. Rzymowskiego
3788,ulica Rzymska                                            ,ulicy Rzymskiej                                                                 ,ul. Rzymska
3789,ulica Sabały                                             ,ulicy Sabały                                                                    ,ul. Sabały
3790,ulica Andrieja Sacharowa                                 ,ulicy Andrieja Sacharowa                                                        ,ul. A. Sacharowa
3791,ulica Sadkowska                                          ,ulicy Sadkowskiej                                                               ,ul. Sadkowska
3792,ulica Sadowa                                             ,ulicy Sadowej                                                                   ,ul. Sadowa
3793,ulica Sadowa                                             ,ulicy Sadowej                                                                   ,ul. Sadowa
3794,ulica Barbary Sadowskiej                                 ,ulicy Barbary Sadowskiej                                                        ,ul. B. Sadowskiej
3795,ulica Sadulska                                           ,ulicy Sadulskiej                                                                ,ul. Sadulska
3796,ulica Sady Zawadowskie                                   ,ulicy Sady Zawadowskie                                                          ,ul. Sady Zawadowskie
3797,ulica Sady Żoliborskie                                   ,ulicy Sady Żoliborskie                                                          ,ul. Sady Żoliborskie
3798,ulica Safony                                             ,ulicy Safony                                                                    ,ul. Safony
3799,ulica Sagalli                                            ,ulicy Sagalli                                                                   ,ul. Sagalli
3800,ulica Salamandry                                         ,ulicy Salamandry                                                                ,ul. Salamandry
3801,Skwer ks. Jana Salamuchy                                 ,Skweru ks. Jana Salamuchy                                                       ,Skwer ks. J. Salamuchy
3802,ulica Salomejska                                         ,ulicy Salomejskiej                                                              ,ul. Salomejska
3803,ulica Sałatkowa                                          ,ulicy Sałatkowej                                                                ,ul. Sałatkowa
3804,ulica Samarytanka                                        ,ulicy Samarytanka                                                               ,ul. Samarytanka
3805,ulica Samborska                                          ,ulicy Samborskiej                                                               ,ul. Samborska
3806,ulica Samby                                              ,ulicy Samby                                                                     ,ul. Samby
3807,ulica Samochodowa                                        ,ulicy Samochodowej                                                              ,ul. Samochodowa
3808,ulica Samogłoska                                         ,ulicy Samogłoska                                                                ,ul. Samogłoska
3809,ulica Samolotowa                                         ,ulicy Samolotowej                                                               ,ul. Samolotowa
3810,ulica Samorządowa                                        ,ulicy Samorządowej                                                              ,ul. Samorządowa
3811,ulica Samosiejki                                         ,ulicy Samosiejki                                                                ,ul. Samosiejki
3812,ulica Samotna                                            ,ulicy Samotnej                                                                  ,ul. Samotna
3813,ulica Samowarowa                                         ,ulicy Samowarowej                                                               ,ul. Samowarowa
3814,ulica Samsonowska                                        ,ulicy Samsonowskiej                                                             ,ul. Samsonowska
3815,ulica Sandomierska                                       ,ulicy Sandomierskiej                                                            ,ul. Sandomierska
3816,ulica Romana Sanguszki                                   ,ulicy Romana Sanguszki                                                          ,ul. R. Sanguszki
3817,ulica Sanocka                                            ,ulicy Sanockiej                                                                 ,ul. Sanocka
3818,ulica Santocka                                           ,ulicy Santockiej                                                                ,ul. Santocka
3819,ulica Saperów                                            ,ulicy Saperów                                                                   ,ul. Saperów
3820,ulica Saperska                                           ,ulicy Saperskiej                                                                ,ul. Saperska
3821,ulica Pawła Jana Sapiehy                                 ,ulicy Pawła Jana Sapiehy                                                        ,ul. P. J. Sapiehy
3822,ulica Sapieżyńska                                        ,ulicy Sapieżyńskiej                                                             ,ul. Sapieżyńska
3823,ulica Sarabandy                                          ,ulicy Sarabandy                                                                 ,ul. Sarabandy
3824,ulica Macieja Sarbiewskiego                              ,ulicy Macieja Sarbiewskiego                                                     ,ul. M. Sarbiewskiego
3825,ulica Sardyńska                                          ,ulicy Sardyńskiej                                                               ,ul. Sardyńska
3826,ulica Sarenki                                            ,ulicy Sarenki                                                                   ,ul. Sarenki
3827,ulica Sarenki                                            ,ulicy Sarenki                                                                   ,ul. Sarenki
3828,ulica Sarmacka                                           ,ulicy Sarmackiej                                                                ,ul. Sarmacka
3829,ulica Sarmatów                                           ,ulicy Sarmatów                                                                  ,ul. Sarmatów
3830,ulica Sarny                                              ,ulicy Sarny                                                                     ,ul. Sarny
3831,ulica Sasanki                                            ,ulicy Sasanki                                                                   ,ul. Sasanki
3832,ulica Sasanki                                            ,ulicy Sasanki                                                                   ,ul. Sasanki
3833,ulica Saska                                              ,ulicy Saskiej                                                                   ,ul. Saska
3834,ulica Satynowa                                           ,ulicy Satynowej                                                                 ,ul. Satynowa
3835,ulica Hanki Sawickiej                                    ,ulicy Hanki Sawickiej                                                           ,ul. H. Sawickiej
3836,ulica Sawy                                               ,ulicy Sawy                                                                      ,ul. Sawy
3837,ulica Sąchocka                                           ,ulicy Sąchockiej                                                                ,ul. Sąchocka
3838,ulica Sągi                                               ,ulicy Sągi                                                                      ,ul. Sągi
3839,ulica Sąsiedzka                                          ,ulicy Sąsiedzkiej                                                               ,ul. Sąsiedzka
3840,ulica Sążnista                                           ,ulicy Sążnistej                                                                 ,ul. Sążnista
3841,ulica Leona Schillera                                    ,ulicy Leona Schillera                                                           ,ul. L. Schillera
3842,ulica Scholastyków                                       ,ulicy Scholastyków                                                              ,ul. Scholastyków
3843,ulica Efraima Schroegera                                 ,ulicy Efraima Schroegera                                                        ,ul. E. Schroegera
3844,ulica Brunona Schulza                                    ,ulicy Brunona Schulza                                                           ,ul. B. Schulza
3845,ulica Władysława Sebyły                                  ,ulicy Władysława Sebyły                                                         ,ul. W. Sebyły
3846,ulica Secemińska                                         ,ulicy Secemińskiej                                                              ,ul. Secemińska
3847,Rondo Stanisława Sedlaczka                               ,Ronda Stanisława Sedlaczka                                                      ,Rondo S. Sedlaczka
3848,Aleja Ireny Sendlerowej                                  ,Alei Ireny Sendlerowej                                                          ,al. I. Sendlerowej
3849,ulica Sejmikowa                                          ,ulicy Sejmikowej                                                                ,ul. Sejmikowa
3850,ulica Sejmu Czteroletniego                               ,ulicy Sejmu Czteroletniego                                                      ,ul. Sejmu Czteroletniego
3851,ulica Sekundowa                                          ,ulicy Sekundowej                                                                ,ul. Sekundowa
3852,ulica Sekwoi                                             ,ulicy Sekwoi                                                                    ,ul. Sekwoi
3853,ulica Seledynowa                                         ,ulicy Seledynowej                                                               ,ul. Seledynowa
3854,ulica Semaforowa                                         ,ulicy Semaforowej                                                               ,ul. Semaforowa
3855,ulica Stefanii Sempołowskiej                             ,ulicy Stefanii Sempołowskiej                                                    ,ul. S. Sempołowskiej
3856,ulica Senacka                                            ,ulicy Senackiej                                                                 ,ul. Senacka
3857,ulica Senatorska                                         ,ulicy Senatorskiej                                                              ,ul. Senatorska
3858,ulica Mariana Sengera „Cichego”                          ,ulicy Mariana Sengera„Cichego”                                                  ,ul. M. Sengera „Cichego”
3859,ulica Senna                                              ,ulicy Sennej                                                                    ,ul. Senna
3860,ulica Serdeczna                                          ,ulicy Serdecznej                                                                ,ul. Serdeczna
3861,ulica Serocka                                            ,ulicy Serockiej                                                                 ,ul. Serocka
3862,ulica Serwituty                                          ,ulicy Serwituty                                                                 ,ul. Serwituty
3863,ulica Sewastopolska                                      ,ulicy Sewastopolskiej                                                           ,ul. Sewastopolska
3864,ulica Sewerynów                                          ,ulicy Sewerynów                                                                 ,ul. Sewerynów
3865,ulica Sezam                                              ,ulicy Sezam                                                                     ,ul. Sezam
3866,ulica Sezamkowa                                          ,ulicy Sezamkowej                                                                ,ul. Sezamkowa
3867,ulica Sęczkowa                                           ,ulicy Sęczkowej                                                                 ,ul. Sęczkowa
3868,ulica Sędziowska                                         ,ulicy Sędziowskiej                                                              ,ul. Sędziowska
3869,ulica Sękocińska                                         ,ulicy Sękocińskiej                                                              ,ul. Sękocińska
3870,ulica Mikołaja Sępa-Szarzyńskiego                        ,ulicy Mikołaja Sępa-Szarzyńskiego                                               ,ul. M. Sępa-Szarzyńskiego
3871,ulica Sępia                                              ,ulicy Sępiej                                                                    ,ul. Sępia
3872,ulica Sianokosów                                         ,ulicy Sianokosów                                                                ,ul. Sianokosów
3873,ulica Siarczana                                          ,ulicy Siarczanej                                                                ,ul. Siarczana
3874,ulica Jana Sibeliusa                                     ,ulicy Jana Sibeliusa                                                            ,ul. J. Sibeliusa
3875,ulica Sieciechowska                                      ,ulicy Sieciechowskiej                                                           ,ul. Sieciechowska
3876,ulica Sieczna                                            ,ulicy Siecznej                                                                  ,ul. Sieczna
3877,ulica Siedlecka                                          ,ulicy Siedleckiej                                                               ,ul. Siedlecka
3878,ulica Siedliskowa                                        ,ulicy Siedliskowej                                                              ,ul. Siedliskowa
3879,ulica Siedmiogrodzka                                     ,ulicy Siedmiogrodzkiej                                                          ,ul. Siedmiogrodzka
3880,ulica Siedzibna                                          ,ulicy Siedzibnej                                                                ,ul. Siedzibna
3881,ulica Siekierkowska                                      ,ulicy Siekierkowskiej                                                           ,ul. Siekierkowska
3882,Most Siekierkowski                                       ,Mostu Siekierkowskiego                                                          ,Most Siekierkowski
3883,ulica Sielanki                                           ,ulicy Sielanki                                                                  ,ul. Sielanki
3884,ulica Sielankowa                                         ,ulicy Sielankowej                                                               ,ul. Sielankowa
3885,ulica Sielecka                                           ,ulicy Sieleckiej                                                                ,ul. Sielecka
3886,ulica Sielska                                            ,ulicy Sielskiej                                                                 ,ul. Sielska
3887,ulica Siemiatycka                                        ,ulicy Siemiatyckiej                                                             ,ul. Siemiatycka
3888,ulica Kazimierza Siemienowicza                           ,ulicy Kazimierza Siemienowicza                                                  ,ul. K. Siemienowicza
3889,ulica Józefa Siemieńskiego                               ,ulicy Józefa Siemieńskiego                                                      ,ul. J. Siemieńskiego
